section,tlv
ResultsVersion,1,2
minTime,1,10
minTravel,1,10
traceTimeStr,1,
indexStart,1,0
indexEnd,1,47455
analyzeCount,1,47456
axleTravelRatio,1,-38.23686643152311
compressionSpeedRatio,1,-25.798806936854767
reboundSpeedRatio,1,-41.871460230046466
section,forkResults
movingCount,1,47455
filterRatio,1,58
timeComp,1,8962
timeReb,1,18793
axleMin,1,21.095000000000002
axleMax,1,159.26749999999998
axleAvg,1,62.511776767838384
axleMovingAvg,1,62.82361371371033
segments,1,1
maxCompressionSpeed,1,3699.5999999999995
avgCompressionSpeed,1,1009.5386111111119
compressionSpeed95,1,2418.0499999999993
maxReboundSpeed,1,1807.7499999999993
avgReboundSpeed,1,617.1058752997606
reboundSpeed95,1,1069.7000000000007
axleTravelTotal,1,67224.82749999268
totalTravelComp,1,19995.784999999996
totalTravelReb,1,28619.27500000002
histogramLPS,42,20,160.0,0,0,563,3939,3356,6621,5737,6059,5369,5103,3713,2935,2106,1038,501,264,111,16,10,4,0,0,563,3939,3356,6621,5737,6059,5369,5103,3713,2935,2106,1038,501,264,111,16,10,4
gforceTotalComp,1,17289.354459009515
gforceTotalReb,1,29162.093039620577
gforceMin,1,-16.0
gforceMax,1,10.44
gforceAbsTotal,1,75271.09466554358
gforceTotalFlat,1,28819.647166913495
travelToForceRatioComp,1,1.1565373968939687
travelToForceRatioReb,1,0.9813861769495397
travelToForceRatioAll,1,0.8931028278344649
vibrationCompression,1,1.929184831400303
vibrationRebound,1,1.5517529420327025
vibrationOverall,1,1.5861238761282785
forceBreakdownTable,9,1.642536528244083,75.52848074381056,48.02793236759028,78.12260430265408,24.365001960340134,44.37372702300168,20.234859169101828,0.10651729584930404,7.5983406094080435
invalidSamples,1,5
section,ForkStrokeUp
# t1,t2,p1,p2,gforce,slope3,slopeMax,pMaxSpeed
14388,14401,44.90,84.52,2.43,1004.35,1099.00,57.78
14413,14423,45.54,57.88,2.93,545.35,605.50,50.07
14472,14490,33.98,70.28,2.67,851.40,925.50,43.51
14500,14513,56.73,84.53,3.67,662.40,735.00,63.03
14582,14594,48.08,105.17,2.14,1901.65,1994.50,78.94
14779,14789,34.06,79.10,2.28,1860.05,2031.50,50.68
15008,15021,32.93,53.59,1.02,614.95,640.00,45.09
15037,15060,42.12,74.05,1.12,659.50,691.00,66.38
15137,15150,33.98,95.36,2.16,2452.55,2693.00,55.56
15228,15242,32.15,71.73,2.76,1203.20,1257.50,49.00
15305,15316,81.27,100.34,2.78,714.15,778.50,93.97
15396,15426,31.75,59.67,1.31,398.70,451.50,56.36
15430,15442,59.36,81.17,0.99,849.30,915.00,69.71
15446,15456,76.36,113.44,4.08,1253.05,1325.50,89.44
15477,15488,59.69,73.15,1.37,413.15,432.50,68.05
15579,15592,31.63,75.39,4.47,1093.45,1166.50,44.09
15629,15642,28.70,73.77,1.68,1387.95,1509.00,43.59
15648,15674,69.06,99.37,1.52,589.50,615.00,79.52
15726,15738,47.94,57.99,0.71,339.10,361.00,53.13
15788,15800,39.73,50.94,0.72,358.45,376.00,44.80
15825,15840,37.13,56.10,1.00,400.15,410.50,44.54
15883,15923,21.28,112.78,1.77,2236.70,2409.50,46.65
16155,16167,22.79,95.25,2.20,2739.45,2928.00,58.48
16177,16197,66.42,122.14,3.76,1290.95,1325.00,86.40
16336,16349,38.11,54.34,1.10,435.25,476.50,42.47
16357,16367,44.76,101.27,5.70,1840.45,1948.00,69.57
16424,16435,40.98,80.32,4.13,1531.40,1694.00,53.43
16514,16533,64.69,90.37,2.71,659.05,730.00,85.27
16686,16696,46.84,75.95,2.00,1068.35,1125.50,61.98
16701,16711,72.94,106.94,3.95,1126.60,1174.00,89.79
16762,16789,48.31,102.86,2.20,794.25,852.00,66.16
16840,16853,48.66,83.40,2.38,747.25,784.00,74.35
16869,16884,78.89,93.96,2.31,489.00,544.50,88.45
16902,16921,84.58,136.69,3.28,1630.35,1716.00,105.57
17041,17053,23.84,55.70,1.72,1042.50,1101.00,36.95
17067,17093,39.32,83.63,1.57,805.25,837.50,50.99
17133,17146,85.64,120.73,2.08,1009.15,1052.50,100.27
17180,17193,98.72,126.92,1.12,847.75,881.50,111.75
17392,17404,55.22,74.30,1.00,481.95,498.00,61.37
17471,17482,61.92,73.29,1.24,403.75,442.00,66.09
17604,17629,41.79,61.24,0.71,335.85,351.00,52.67
17851,17863,40.04,79.64,2.04,1307.65,1387.00,57.70
17896,17930,44.91,98.84,1.74,641.50,679.00,52.02
18032,18048,25.29,71.28,2.49,1204.50,1296.00,38.56
18053,18075,62.42,105.79,3.17,1089.85,1150.00,91.49
18287,18297,38.95,71.59,2.03,1116.00,1171.50,55.90
18363,18374,87.71,111.63,5.17,1026.90,1128.00,100.40
18517,18529,56.50,66.59,2.23,291.60,315.00,63.52
18533,18545,64.75,80.47,4.03,393.10,422.50,70.00
18559,18579,68.57,83.30,1.93,371.25,408.00,80.26
18633,18646,38.53,57.12,0.80,387.75,412.50,51.60
18721,18733,45.96,70.63,1.54,669.40,703.00,54.66
18854,18869,50.87,66.78,1.60,557.65,625.00,61.19
18902,18922,50.25,89.25,1.72,736.05,805.50,59.32
18931,18942,61.97,93.31,4.51,1343.55,1489.50,73.93
19000,19025,51.53,65.64,0.82,454.95,502.50,61.02
19042,19058,64.53,85.55,0.83,396.05,410.00,81.02
19114,19137,27.92,88.31,1.84,1654.90,1784.50,69.21
19153,19165,86.75,126.48,5.06,1061.65,1088.50,111.33
19181,19198,57.66,87.25,2.70,593.55,634.50,81.36
19390,19404,39.36,56.93,1.25,474.10,524.50,52.89
19442,19465,38.01,61.28,1.52,552.30,595.50,55.29
19565,19575,26.52,124.45,5.00,3400.25,3584.00,63.79
19595,19610,64.57,92.39,1.18,788.15,806.00,78.48
19693,19705,47.84,97.11,1.84,2096.15,2351.00,64.90
19775,19789,43.52,135.92,3.58,3086.20,3352.00,72.01
19951,19962,87.61,107.82,1.52,852.95,962.00,97.07
20238,20249,43.34,90.26,2.99,1664.35,1753.00,61.84
20291,20320,64.62,102.28,2.00,527.35,551.50,84.41
20415,20430,49.45,92.72,1.35,1339.45,1426.00,76.79
20468,20491,24.77,131.81,3.44,2844.55,3079.00,52.26
20670,20691,37.82,68.09,1.56,623.75,659.00,44.99
20743,20772,51.36,95.37,0.74,670.75,695.50,75.91
20894,20924,79.42,90.88,0.40,195.80,207.50,86.83
21058,21074,26.12,110.49,4.06,2650.90,2881.00,50.99
21111,21123,51.90,100.99,5.20,1912.95,2085.00,70.52
21178,21195,87.24,102.86,1.58,452.45,471.50,92.88
21286,21310,80.84,95.89,1.49,307.55,351.50,84.73
21383,21403,29.88,119.86,1.43,1857.05,1955.00,51.26
21584,21603,59.17,73.05,0.83,337.70,375.50,70.35
21622,21634,35.97,100.71,3.57,2418.05,2619.50,61.98
21676,21703,64.91,120.19,2.17,1374.70,1468.00,82.51
21770,21780,48.05,92.97,3.26,1615.05,1692.00,71.81
21835,21848,62.69,74.60,1.30,382.35,405.00,67.23
21896,21912,52.07,67.64,0.91,385.40,390.50,58.51
21981,22014,45.66,72.61,0.59,350.85,373.50,51.90
22028,22038,43.22,90.84,3.44,1703.75,1818.50,61.41
22076,22086,34.04,84.89,4.54,1960.45,2107.00,55.47
22138,22154,27.56,114.48,4.36,3202.65,3438.00,66.25
22172,22189,74.43,116.13,3.22,1489.80,1594.50,93.86
22302,22325,55.55,122.61,3.92,1576.35,1657.50,83.69
22341,22354,72.83,96.36,3.62,654.05,701.00,86.82
22399,22410,72.28,92.46,1.11,787.65,843.00,83.70
22578,22593,24.64,113.38,2.55,3076.90,3266.50,60.31
22612,22625,47.37,100.72,3.89,1346.20,1375.00,75.37
22701,22717,65.66,88.99,4.28,553.95,595.50,70.45
22782,22794,38.52,68.93,2.60,978.10,1037.50,51.67
22815,22829,63.57,78.93,1.25,354.10,376.00,74.38
22929,22943,66.54,88.70,1.57,538.15,571.00,82.33
22969,22986,53.13,71.91,2.01,433.30,473.50,66.72
23028,23042,54.23,97.09,1.07,1159.95,1213.50,68.93
23071,23083,61.23,88.81,1.42,908.45,954.50,72.57
23118,23128,33.11,68.88,3.21,1228.00,1321.00,45.05
23152,23162,29.77,97.18,2.88,2605.65,2790.00,59.80
23178,23190,51.61,109.87,3.05,1837.85,1950.50,73.80
23292,23312,63.74,118.91,1.95,1006.65,1042.50,93.65
23362,23374,65.05,75.96,1.75,427.30,476.50,69.18
23389,23410,65.76,92.26,0.71,407.90,417.50,85.19
23451,23474,40.92,59.84,1.04,283.50,298.50,51.81
23489,23505,48.54,70.76,1.98,665.90,705.50,58.38
23580,23614,40.85,78.60,0.58,365.00,374.00,57.58
23650,23671,37.94,85.45,1.58,1011.90,1074.00,52.45
23717,23733,44.38,90.13,1.41,1020.65,1035.50,65.48
23863,23877,30.02,69.50,3.05,1297.90,1375.00,47.56
23889,23910,69.60,99.49,2.28,435.45,444.00,79.27
24046,24063,48.28,91.24,2.24,813.10,832.00,78.58
24150,24162,47.71,64.69,1.55,574.00,613.00,55.15
24177,24187,72.52,84.25,0.52,398.30,420.50,79.77
24259,24279,27.64,67.76,2.48,927.45,987.00,37.65
24359,24387,57.21,82.87,0.91,460.70,483.50,70.09
24409,24427,27.54,62.10,0.99,789.50,849.50,54.84
24455,24473,27.18,100.55,2.79,1959.50,2090.00,51.90
24495,24508,76.73,115.69,3.62,1354.55,1433.00,95.28
24733,24777,23.74,94.13,1.30,956.90,1020.50,40.97
24820,24833,59.23,73.85,1.81,414.75,463.50,62.76
24916,24929,22.75,83.03,1.88,1464.15,1591.50,35.78
24942,24958,73.47,120.42,2.90,1276.45,1426.00,90.79
25011,25032,60.16,96.40,1.68,724.30,745.00,71.61
25102,25112,59.46,76.86,1.47,695.10,747.00,67.80
25165,25185,51.26,79.83,1.32,566.65,581.50,71.29
25269,25304,41.93,75.09,0.56,372.15,388.50,50.43
25392,25405,40.57,75.82,2.88,795.70,847.00,64.31
25441,25458,27.30,80.03,1.71,1506.80,1553.00,58.31
25469,25481,45.26,85.14,3.34,1456.05,1584.00,58.97
25552,25579,32.28,103.18,2.07,836.40,898.50,40.48
25647,25659,36.78,58.10,1.51,613.25,647.00,44.59
25679,25697,47.33,64.86,1.22,465.10,488.50,57.73
25745,25760,61.60,76.82,1.30,434.85,451.50,67.86
25831,25845,26.77,47.94,1.87,698.15,747.50,35.97
25937,25952,85.94,114.51,1.79,665.25,727.50,94.63
26040,26055,26.74,96.77,2.42,1600.35,1708.50,46.84
26119,26129,69.77,81.22,2.02,444.00,471.00,76.29
26262,26275,28.23,49.12,0.73,784.50,837.00,39.43
26298,26312,29.25,93.44,3.66,2066.30,2241.50,51.08
26405,26415,36.92,53.78,1.77,632.30,671.00,46.45
26458,26475,37.45,53.98,0.34,399.45,420.00,42.74
26543,26562,28.48,100.28,1.93,1859.75,1916.00,58.21
26610,26641,48.88,85.77,0.81,504.55,520.00,72.86
26692,26727,49.99,94.94,1.11,668.55,691.50,59.56
26782,26792,23.39,64.34,3.08,1326.95,1374.50,40.72
26815,26836,29.05,85.05,3.04,1659.25,1784.50,46.20
26874,26896,51.11,67.85,1.28,353.30,366.50,62.03
26913,26937,40.84,59.41,0.80,327.40,344.50,49.67
26963,26974,49.65,60.60,0.91,465.30,505.50,56.71
27009,27033,33.83,82.12,1.12,656.80,679.00,64.47
27035,27049,82.02,105.29,1.38,486.30,498.00,97.82
27083,27095,36.69,74.80,2.62,1164.25,1220.50,50.37
27144,27157,28.44,68.56,1.91,936.10,959.50,54.89
27161,27172,66.36,80.61,1.11,432.20,449.00,72.60
27324,27334,28.01,80.23,4.56,1873.45,1955.50,56.34
27372,27387,64.83,85.42,2.03,636.90,676.50,77.02
27402,27418,62.83,84.16,2.43,620.45,632.00,73.61
27499,27514,27.24,77.56,1.31,1195.70,1211.00,52.31
27576,27611,44.22,75.98,0.55,386.80,395.50,66.44
27661,27675,40.05,53.50,0.47,416.30,429.50,47.62
27677,27703,53.48,75.85,0.59,432.80,452.00,60.55
27752,27774,28.12,77.84,1.38,980.05,1025.50,41.11
27807,27817,62.39,83.55,1.52,735.50,771.50,72.72
27890,27903,27.47,101.49,4.89,2301.00,2493.00,53.14
28051,28064,36.05,67.67,2.82,1018.15,1049.50,54.04
28065,28077,67.61,115.11,1.99,1628.65,1709.50,87.28
28151,28165,50.75,117.56,4.05,1451.70,1494.00,70.21
28229,28252,37.10,74.41,0.75,957.30,1003.50,55.54
28301,28316,30.34,69.33,0.69,1046.10,1093.50,49.98
28320,28330,63.19,91.55,2.52,1020.50,1103.00,73.52
28474,28489,73.25,101.30,4.11,1028.80,1111.00,87.36
28557,28581,33.17,71.40,1.02,855.85,913.00,41.81
28639,28649,28.54,42.90,1.44,406.05,420.00,36.84
28658,28669,36.97,55.10,0.91,602.05,628.00,44.48
28696,28713,49.14,64.60,0.62,406.05,427.50,57.84
28737,28747,44.40,61.55,1.57,531.55,563.50,50.44
28814,28824,32.44,93.91,4.91,2229.80,2397.50,54.60
28850,28872,43.13,68.61,2.45,600.55,634.00,50.63
28899,28912,58.81,77.07,0.93,443.60,461.00,70.13
28987,28999,33.54,83.78,2.67,1608.80,1682.00,53.95
29097,29114,62.33,97.50,3.22,892.50,981.00,74.50
29175,29186,34.49,108.22,4.07,2766.20,2973.50,64.63
29209,29225,60.09,104.07,2.64,1148.20,1201.00,84.63
29252,29262,34.46,69.38,3.56,1123.40,1184.00,46.01
29278,29303,38.36,101.11,2.63,962.50,983.50,80.61
29407,29428,44.17,84.03,1.70,712.65,723.00,58.76
29471,29483,33.83,65.50,1.35,978.95,1032.50,45.36
29556,29569,33.56,97.76,3.85,2387.55,2590.50,63.10
29713,29723,22.49,72.95,1.33,1894.40,2040.50,41.26
29749,29761,40.88,105.61,1.94,1904.90,2094.50,61.49
29816,29826,43.61,77.14,6.06,1202.45,1347.50,54.50
29917,29927,37.00,54.60,0.85,621.35,654.50,46.07
30040,30050,59.24,90.76,4.69,1140.25,1208.50,77.77
30200,30213,41.67,119.53,4.88,2263.60,2372.50,70.01
30267,30277,54.25,90.15,1.97,1208.30,1265.00,69.01
30333,30345,42.09,97.19,3.46,1918.60,2065.00,60.14
30420,30435,26.46,47.00,0.55,610.90,652.00,40.25
30579,30593,74.30,85.13,1.99,253.70,266.00,81.31
30657,30667,24.35,80.85,4.45,2245.20,2443.50,46.28
30694,30716,32.09,89.16,5.35,1639.15,1723.00,53.36
30743,30755,28.71,65.79,3.82,1468.60,1589.50,48.32
30781,30796,39.69,87.70,2.57,1139.40,1179.00,55.41
30844,30857,39.40,60.00,1.57,612.65,686.00,45.03
31046,31057,49.43,88.32,1.65,1277.40,1353.00,65.41
31142,31152,30.98,104.62,4.51,2855.05,3056.50,71.77
31171,31182,44.30,105.04,2.86,2134.70,2280.50,66.13
31197,31207,63.73,97.06,4.78,1000.45,1045.00,74.50
31237,31249,48.22,76.86,3.45,634.75,664.00,54.29
31621,31653,38.97,95.83,1.13,655.25,686.00,88.02
31721,31733,54.79,80.50,2.04,825.40,869.50,65.78
31817,31841,36.95,66.25,0.97,524.35,551.50,46.66
