Time (s), Distance (m), Latitude (deg), Longitude (deg), Elevation (m), Speed (km/h), Front Brake Power (W), Rear Brake Power (W), Front Brake Torque (Nm), Rear Brake Torque (Nm)
0.0,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
0.1,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
0.2,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
0.3,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
0.4,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
0.5,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
0.6,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
0.7,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
0.8,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
0.9,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
1.0,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
1.1,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
1.2,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
1.3,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
1.4,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
1.5,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
1.6,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
1.7,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
1.8,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
1.9,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
2.0,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
2.1,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
2.2,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
2.3,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
2.4,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
2.5,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
2.6,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
2.7,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
2.8,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
2.9,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
3.0,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
3.1,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
3.2,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
3.3,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
3.4,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
3.5,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
3.6,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
3.7,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
3.8,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
3.9,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
4.0,0,-38.11432,176.21269,497,0.0,0.0,0.0,0.0,0.0
