Time (s), Distance (m), Latitude (deg), Longitude (deg), Elevation (m), Speed (km/h), Front Brake Power (W), Rear Brake Power (W), Front Brake Torque (Nm), Rear Brake Torque (Nm)
46.1,7,-38.17079,176.3022,634,2.1,0.0,0.0,0.0,0.0
46.2,7,-38.17079,176.3022,634,2.1,0.0,131.5,0.0,23.3
46.3,7,-38.17079,176.3022,634,2.1,0.0,240.8,0.0,41.8
46.4,8,-38.17079,176.3022,634,2.2,0.0,345.0,0.0,58.5
46.5,8,-38.17078,176.3022,635,2.2,0.0,443.2,0.0,73.6
46.6,8,-38.17078,176.3022,635,2.3,61.1,470.5,10.0,76.5
46.7,8,-38.17078,176.30221,635,2.3,0.0,375.7,0.0,59.9
46.8,9,-38.17077,176.30221,635,2.4,0.0,305.2,0.0,47.5
46.9,9,-38.17077,176.30221,635,2.4,0.0,244.1,0.0,37.1
47.0,9,-38.17077,176.30221,635,2.5,0.0,204.3,0.0,30.6
47.1,9,-38.17077,176.30221,635,2.5,0.0,171.3,0.0,25.2
47.2,10,-38.17076,176.30221,635,2.6,0.0,219.1,0.0,31.5
47.3,10,-38.17076,176.30222,635,2.6,0.0,259.3,0.0,36.5
47.4,10,-38.17076,176.30222,635,2.7,72.2,276.8,10.1,38.4
47.5,10,-38.17076,176.30222,635,2.7,85.2,298.7,11.7,40.7
47.6,11,-38.17075,176.30222,635,2.8,102.0,334.0,13.7,44.6
47.7,11,-38.17075,176.30222,634,2.8,107.8,374.6,14.2,49.1
47.8,11,-38.17075,176.30222,634,2.9,104.9,359.8,13.6,46.4
47.9,11,-38.17075,176.30222,634,2.9,89.8,343.8,11.5,43.7
48.0,12,-38.17074,176.30223,634,2.9,0.0,311.8,0.0,39.7
48.1,12,-38.17073,176.30223,634,2.9,0.0,203.1,0.0,26.0
48.2,12,-38.17073,176.30223,634,2.9,0.0,114.0,0.0,14.7
48.3,13,-38.17072,176.30224,634,2.9,0.0,0.0,0.0,0.0
48.4,13,-38.17071,176.30224,634,2.9,0.0,0.0,0.0,0.0
48.5,13,-38.17071,176.30224,634,2.8,0.0,0.0,0.0,0.0
48.6,13,-38.1707,176.30225,634,2.8,0.0,0.0,0.0,0.0
48.7,14,-38.1707,176.30225,634,2.8,0.0,0.0,0.0,0.0
48.8,14,-38.1707,176.30225,634,2.7,0.0,0.0,0.0,0.0
48.9,14,-38.1707,176.30225,634,2.7,0.0,0.0,0.0,0.0
49.0,15,-38.1707,176.30225,634,2.7,0.0,0.0,0.0,0.0
49.1,15,-38.1707,176.30225,633,2.7,0.0,0.0,0.0,0.0
49.2,15,-38.1707,176.30225,632,2.7,0.0,0.0,0.0,0.0
49.3,15,-38.17069,176.30225,631,2.7,0.0,0.0,0.0,0.0
49.4,16,-38.17069,176.30225,630,2.6,0.0,0.0,0.0,0.0
49.5,16,-38.17069,176.30225,628,2.6,0.0,0.0,0.0,0.0
49.6,16,-38.17069,176.30226,628,2.6,0.0,0.0,0.0,0.0
49.7,16,-38.17069,176.30225,628,2.6,0.0,0.0,0.0,0.0
49.8,17,-38.17069,176.30225,628,2.6,0.0,0.0,0.0,0.0
49.9,17,-38.17068,176.30225,628,2.5,0.0,0.0,0.0,0.0
50.0,17,-38.17068,176.30225,628,2.5,0.0,0.0,0.0,0.0
50.1,17,-38.17068,176.30225,628,2.5,0.0,0.0,0.0,0.0
50.2,18,-38.17068,176.30225,628,2.4,0.0,0.0,0.0,0.0
50.3,18,-38.17068,176.30225,628,2.4,0.0,0.0,0.0,0.0
50.4,18,-38.17068,176.30225,628,2.4,0.0,0.0,0.0,0.0
50.5,18,-38.17067,176.30225,628,2.4,0.0,0.0,0.0,0.0
50.6,19,-38.17067,176.30225,628,2.4,0.0,0.0,0.0,0.0
50.7,19,-38.17067,176.30225,628,2.3,0.0,0.0,0.0,0.0
50.8,19,-38.17067,176.30225,627,2.3,0.0,0.0,0.0,0.0
50.9,19,-38.17066,176.30226,627,2.3,0.0,0.0,0.0,0.0
51.0,20,-38.17066,176.30226,627,2.3,0.0,0.0,0.0,0.0
51.1,20,-38.17066,176.30226,627,2.3,0.0,0.0,0.0,0.0
51.2,20,-38.17065,176.30226,626,2.3,0.0,0.0,0.0,0.0
51.3,20,-38.17065,176.30226,626,2.3,0.0,63.3,0.0,10.1
51.4,21,-38.17065,176.30227,626,2.4,0.0,75.2,0.0,11.8
51.5,21,-38.17065,176.30227,626,2.4,0.0,83.0,0.0,12.9
51.6,21,-38.17065,176.30227,626,2.4,0.0,87.4,0.0,13.4
51.7,21,-38.17064,176.30227,626,2.4,0.0,85.1,0.0,13.0
51.8,21,-38.17064,176.30227,626,2.5,0.0,87.8,0.0,13.2
51.9,22,-38.17064,176.30227,626,2.5,67.6,95.3,10.1,14.1
52.0,22,-38.17064,176.30228,626,2.6,69.2,107.8,10.0,15.5
52.1,22,-38.17063,176.30228,626,2.7,0.0,122.6,0.0,17.2
52.2,23,-38.17063,176.30229,626,2.7,0.0,139.8,0.0,19.1
52.3,23,-38.17063,176.30229,626,2.8,0.0,151.8,0.0,20.2
52.4,23,-38.17063,176.3023,626,2.9,0.0,165.6,0.0,21.6
52.5,23,-38.17062,176.3023,626,2.9,0.0,178.0,0.0,22.5
52.6,24,-38.17062,176.30231,626,3.2,0.0,208.1,0.0,24.4
52.7,24,-38.17061,176.30232,626,3.4,0.0,243.8,0.0,26.6
52.8,24,-38.1706,176.30233,626,3.6,0.0,278.8,0.0,28.9
52.9,25,-38.1706,176.30234,625,3.8,0.0,284.0,0.0,28.0
53.0,25,-38.17059,176.30235,625,3.9,105.9,290.8,10.1,27.6
53.1,26,-38.17059,176.30236,625,4.0,106.8,278.8,10.1,26.2
53.2,26,-38.17059,176.30236,625,4.0,0.0,252.8,0.0,23.5
53.3,26,-38.17058,176.30237,625,4.1,0.0,212.5,0.0,19.5
53.4,27,-38.17058,176.30238,625,4.1,0.0,199.1,0.0,18.1
53.5,27,-38.17058,176.30238,625,4.1,0.0,216.5,0.0,19.5
53.6,28,-38.17058,176.30239,625,4.2,0.0,255.8,0.0,22.8
53.7,28,-38.17057,176.30239,625,4.2,0.0,312.9,0.0,27.6
53.8,28,-38.17057,176.3024,625,4.3,155.5,405.3,13.6,35.3
53.9,29,-38.17057,176.30241,625,4.3,211.7,459.7,18.3,39.5
54.0,29,-38.17056,176.30241,624,4.4,255.6,392.0,21.9,33.3
54.1,30,-38.17056,176.30242,623,4.4,217.8,297.9,18.5,25.1
54.2,30,-38.17056,176.30243,623,4.5,130.3,177.6,10.9,14.8
54.3,31,-38.17055,176.30244,622,4.5,0.0,0.0,0.0,0.0
54.4,31,-38.17055,176.30245,621,4.6,0.0,0.0,0.0,0.0
54.5,32,-38.17054,176.30246,620,4.6,0.0,0.0,0.0,0.0
54.6,32,-38.17054,176.30247,619,4.6,0.0,0.0,0.0,0.0
54.7,33,-38.17054,176.30248,619,4.6,0.0,0.0,0.0,0.0
54.8,33,-38.17054,176.30248,619,4.6,0.0,0.0,0.0,0.0
54.9,33,-38.17055,176.30248,619,4.5,0.0,0.0,0.0,0.0
55.0,34,-38.17055,176.30249,619,4.5,0.0,0.0,0.0,0.0
55.1,34,-38.17055,176.30249,619,4.4,0.0,0.0,0.0,0.0
55.2,35,-38.17055,176.3025,619,4.4,0.0,0.0,0.0,0.0
55.3,35,-38.17055,176.3025,619,4.4,0.0,0.0,0.0,0.0
55.4,36,-38.17055,176.3025,619,4.3,0.0,0.0,0.0,0.0
55.5,36,-38.17056,176.30251,619,4.3,0.0,0.0,0.0,0.0
55.6,36,-38.17056,176.30251,619,4.2,0.0,0.0,0.0,0.0
55.7,37,-38.17056,176.30252,619,4.2,0.0,0.0,0.0,0.0
55.8,37,-38.17056,176.30252,619,4.1,0.0,0.0,0.0,0.0
55.9,38,-38.17057,176.30253,619,4.0,0.0,0.0,0.0,0.0
56.0,38,-38.17057,176.30253,618,4.0,0.0,0.0,0.0,0.0
56.1,38,-38.17058,176.30254,618,3.9,0.0,0.0,0.0,0.0
56.2,39,-38.17058,176.30255,618,3.8,0.0,0.0,0.0,0.0
56.3,39,-38.17059,176.30255,618,3.7,0.0,0.0,0.0,0.0
56.4,40,-38.1706,176.30256,617,3.7,0.0,0.0,0.0,0.0
56.5,40,-38.17061,176.30257,617,3.8,0.0,0.0,0.0,0.0
56.6,40,-38.17062,176.30258,617,3.8,0.0,0.0,0.0,0.0
56.7,41,-38.17063,176.30259,617,3.9,0.0,0.0,0.0,0.0
56.8,41,-38.17064,176.30259,617,4.0,0.0,0.0,0.0,0.0
56.9,42,-38.17065,176.3026,616,4.0,0.0,0.0,0.0,0.0
57.0,42,-38.17066,176.30261,616,4.1,0.0,0.0,0.0,0.0
57.1,42,-38.17067,176.30262,616,4.2,0.0,0.0,0.0,0.0
57.2,43,-38.17068,176.30262,616,4.2,0.0,0.0,0.0,0.0
57.3,43,-38.17068,176.30263,615,4.3,0.0,0.0,0.0,0.0
57.4,44,-38.17069,176.30263,615,4.3,0.0,0.0,0.0,0.0
57.5,44,-38.1707,176.30264,615,4.4,0.0,0.0,0.0,0.0
57.6,45,-38.17071,176.30264,614,4.5,0.0,0.0,0.0,0.0
57.7,45,-38.17071,176.30265,614,4.5,0.0,0.0,0.0,0.0
57.8,45,-38.17072,176.30265,614,4.6,0.0,0.0,0.0,0.0
57.9,46,-38.17073,176.30266,613,4.7,0.0,0.0,0.0,0.0
58.0,46,-38.17074,176.30267,613,4.7,0.0,0.0,0.0,0.0
58.1,47,-38.17074,176.30267,613,4.7,0.0,0.0,0.0,0.0
58.2,47,-38.17075,176.30267,613,4.7,0.0,0.0,0.0,0.0
58.3,48,-38.17076,176.30267,613,4.7,0.0,0.0,0.0,0.0
58.4,48,-38.17076,176.30267,613,4.7,0.0,0.0,0.0,0.0
58.5,49,-38.17077,176.30267,613,4.6,0.0,0.0,0.0,0.0
58.6,49,-38.17078,176.30268,612,4.6,0.0,0.0,0.0,0.0
58.7,50,-38.17078,176.30268,612,4.6,0.0,0.0,0.0,0.0
58.8,50,-38.17079,176.30268,612,4.6,0.0,0.0,0.0,0.0
58.9,51,-38.1708,176.30268,612,4.6,0.0,0.0,0.0,0.0
59.0,51,-38.1708,176.30268,612,4.6,0.0,0.0,0.0,0.0
59.1,52,-38.17081,176.30269,612,4.6,0.0,0.0,0.0,0.0
59.2,52,-38.17081,176.30269,612,4.6,0.0,0.0,0.0,0.0
59.3,52,-38.17082,176.30269,612,4.6,0.0,0.0,0.0,0.0
59.4,53,-38.17082,176.30269,612,4.6,0.0,0.0,0.0,0.0
59.5,53,-38.17083,176.30269,612,4.6,0.0,0.0,0.0,0.0
59.6,54,-38.17083,176.30269,612,4.6,0.0,0.0,0.0,0.0
59.7,54,-38.17083,176.3027,612,4.6,0.0,0.0,0.0,0.0
59.8,55,-38.17084,176.3027,612,4.6,0.0,0.0,0.0,0.0
59.9,55,-38.17085,176.3027,612,4.7,0.0,0.0,0.0,0.0
60.0,56,-38.17085,176.3027,612,4.7,0.0,0.0,0.0,0.0
60.1,56,-38.17086,176.3027,612,4.6,0.0,0.0,0.0,0.0
