Time (s), Distance (m), Latitude (deg), Longitude (deg), Elevation (m), Speed (km/h), Front Brake Power (W), Rear Brake Power (W), Front Brake Torque (Nm), Rear Brake Torque (Nm)
0.0,0,-38.11429,176.21266,493,0.0,0.0,0.0,0.0,0.0
0.1,0,-38.11429,176.21266,493,0.0,0.0,0.0,0.0,0.0
0.2,0,-38.11429,176.21266,493,0.0,0.0,0.0,0.0,0.0
0.3,0,-38.11429,176.21266,493,0.0,0.0,0.0,0.0,0.0
0.4,0,-38.11429,176.21267,493,0.0,0.0,0.0,0.0,0.0
0.5,0,-38.11429,176.21267,493,0.0,0.0,0.0,0.0,0.0
0.6,0,-38.11429,176.21267,493,0.0,0.0,0.0,0.0,0.0
0.7,0,-38.11429,176.21267,493,0.0,0.0,0.0,0.0,0.0
0.8,0,-38.11429,176.21267,493,0.0,0.0,0.0,0.0,0.0
0.9,0,-38.11429,176.21267,493,0.0,0.0,0.0,0.0,0.0
1.0,0,-38.11429,176.21267,493,0.0,0.0,0.0,0.0,0.0
1.1,0,-38.11429,176.21267,493,0.0,0.0,0.0,0.0,0.0
1.2,0,-38.11429,176.21267,493,0.0,0.0,0.0,0.0,0.0
1.3,0,-38.11429,176.21267,493,0.0,0.0,0.0,0.0,0.0
1.4,0,-38.11429,176.21267,493,0.0,0.0,0.0,0.0,0.0
1.5,0,-38.11429,176.21267,493,0.0,0.0,0.0,0.0,0.0
1.6,0,-38.11429,176.21267,493,0.0,0.0,0.0,0.0,0.0
1.7,0,-38.11429,176.21267,493,0.1,0.0,0.0,0.0,0.0
1.8,0,-38.11429,176.21267,493,0.1,0.0,0.0,0.0,0.0
1.9,0,-38.11429,176.21267,493,0.1,0.0,0.0,0.0,0.0
2.0,0,-38.11429,176.21267,493,0.1,0.0,0.0,0.0,0.0
2.1,0,-38.11429,176.21267,493,0.1,0.0,0.0,0.0,0.0
2.2,0,-38.11429,176.21267,493,0.1,0.0,0.0,0.0,0.0
2.3,0,-38.11429,176.21267,493,0.1,0.0,0.0,0.0,0.0
2.4,0,-38.11429,176.21267,493,0.1,0.0,0.0,0.0,0.0
2.5,0,-38.11429,176.21267,493,0.1,0.0,0.0,0.0,0.0
2.6,0,-38.11429,176.21267,493,0.1,0.0,0.0,0.0,0.0
2.7,0,-38.11429,176.21267,493,0.1,0.0,0.0,0.0,0.0
2.8,0,-38.11429,176.21267,493,0.1,0.0,0.0,0.0,0.0
2.9,0,-38.11429,176.21267,493,0.1,0.0,0.0,0.0,0.0
3.0,0,-38.11429,176.21267,493,0.1,0.0,0.0,0.0,0.0
3.1,0,-38.11429,176.21267,493,0.1,0.0,0.0,0.0,0.0
3.2,0,-38.11429,176.21267,493,0.1,0.0,0.0,0.0,0.0
3.3,0,-38.11429,176.21267,493,0.2,0.0,0.0,0.0,0.0
3.4,0,-38.11429,176.21267,493,0.2,0.0,0.0,0.0,0.0
3.5,0,-38.11429,176.21267,493,0.3,0.0,0.0,0.0,0.0
3.6,0,-38.11429,176.21267,493,0.3,0.0,0.0,0.0,0.0
3.7,0,-38.11429,176.21267,493,0.4,0.0,0.0,0.0,0.0
3.8,0,-38.11429,176.21267,493,0.4,0.0,0.0,0.0,0.0
3.9,0,-38.11429,176.21267,493,0.4,0.0,0.0,0.0,0.0
4.0,0,-38.11429,176.21267,493,0.5,0.0,0.0,0.0,0.0
4.1,0,-38.11429,176.21266,493,0.5,0.0,0.0,0.0,0.0
4.2,1,-38.11429,176.21266,493,0.5,0.0,0.0,0.0,0.0
4.3,1,-38.11429,176.21266,493,0.5,0.0,0.0,0.0,0.0
4.4,1,-38.11429,176.21266,493,0.5,0.0,0.0,0.0,0.0
4.5,1,-38.11429,176.21266,493,0.5,0.0,0.0,0.0,0.0
4.6,1,-38.11429,176.21266,493,0.5,0.0,0.0,0.0,0.0
4.7,1,-38.11429,176.21266,493,0.5,0.0,0.0,0.0,0.0
4.8,1,-38.11429,176.21266,493,0.5,0.0,0.0,0.0,0.0
4.9,1,-38.11429,176.21266,493,0.5,0.0,0.0,0.0,0.0
5.0,1,-38.11429,176.21266,493,0.5,0.0,0.0,0.0,0.0
5.1,1,-38.11429,176.21266,493,0.6,0.0,0.0,0.0,0.0
5.2,1,-38.11429,176.21266,493,0.6,0.0,0.0,0.0,0.0
5.3,1,-38.11429,176.21266,493,0.6,0.0,0.0,0.0,0.0
5.4,1,-38.11429,176.21266,493,0.6,0.0,0.0,0.0,0.0
5.5,1,-38.11429,176.21266,493,0.6,0.0,0.0,0.0,0.0
5.6,1,-38.11429,176.21266,493,0.7,0.0,0.0,0.0,0.0
5.7,1,-38.11429,176.21266,493,0.7,0.0,0.0,0.0,0.0
5.8,1,-38.11429,176.21266,493,0.7,0.0,0.0,0.0,0.0
5.9,1,-38.11429,176.21265,493,0.7,0.0,0.0,0.0,0.0
6.0,2,-38.11429,176.21265,493,0.8,0.0,0.0,0.0,0.0
6.1,2,-38.11429,176.21265,493,0.8,0.0,0.0,0.0,0.0
6.2,2,-38.11429,176.21265,493,0.8,0.0,0.0,0.0,0.0
6.3,2,-38.11429,176.21265,493,0.9,0.0,0.0,0.0,0.0
6.4,2,-38.11429,176.21265,493,0.9,0.0,0.0,0.0,0.0
6.5,2,-38.11429,176.21265,493,0.9,0.0,0.0,0.0,0.0
6.6,2,-38.11429,176.21265,493,1.0,0.0,0.0,0.0,0.0
6.7,2,-38.1143,176.21264,493,1.0,0.0,0.0,0.0,0.0
6.8,2,-38.1143,176.21264,493,1.1,0.0,0.0,0.0,0.0
6.9,2,-38.1143,176.21264,493,1.1,0.0,0.0,0.0,0.0
7.0,3,-38.1143,176.21264,493,1.1,0.0,0.0,0.0,0.0
7.1,3,-38.11429,176.21264,493,1.2,0.0,0.0,0.0,0.0
7.2,3,-38.11429,176.21264,493,1.2,0.0,0.0,0.0,0.0
7.3,3,-38.11429,176.21264,493,1.3,0.0,0.0,0.0,0.0
7.4,3,-38.11429,176.21264,493,1.4,0.0,0.0,0.0,0.0
7.5,3,-38.11429,176.21264,493,1.4,0.0,0.0,0.0,0.0
7.6,3,-38.11429,176.21264,493,1.5,0.0,0.0,0.0,0.0
7.7,3,-38.11429,176.21264,493,1.5,0.0,0.0,0.0,0.0
7.8,4,-38.11428,176.21263,493,1.6,0.0,0.0,0.0,0.0
7.9,4,-38.11428,176.21263,493,1.6,0.0,0.0,0.0,0.0
8.0,4,-38.11428,176.21263,493,1.7,0.0,0.0,0.0,0.0
8.1,4,-38.11428,176.21263,493,1.7,0.0,0.0,0.0,0.0
8.2,4,-38.11428,176.21263,493,1.7,0.0,0.0,0.0,0.0
8.3,4,-38.11428,176.21263,493,1.7,0.0,0.0,0.0,0.0
8.4,5,-38.11427,176.21263,493,1.6,0.0,0.0,0.0,0.0
8.5,5,-38.11427,176.21263,493,1.6,0.0,0.0,0.0,0.0
8.6,5,-38.11427,176.21263,493,1.6,0.0,0.0,0.0,0.0
8.7,5,-38.11427,176.21263,493,1.6,0.0,0.0,0.0,0.0
8.8,5,-38.11427,176.21263,493,1.5,0.0,0.0,0.0,0.0
8.9,5,-38.11427,176.21263,493,1.5,0.0,0.0,0.0,0.0
9.0,6,-38.11427,176.21263,493,1.5,0.0,0.0,0.0,0.0
9.1,6,-38.11427,176.21263,493,1.5,0.0,0.0,0.0,0.0
9.2,6,-38.11427,176.21262,493,1.4,0.0,0.0,0.0,0.0
9.3,6,-38.11427,176.21262,493,1.4,0.0,0.0,0.0,0.0
