Time,Front Axle,Rear Axle,Front Force,Rear Sensor,Rear Force
53,9.28,-9.99,0.97,-9.99,0.00
54,9.28,-9.99,0.97,-9.99,0.00
55,9.28,-9.99,0.97,-9.99,0.00
56,9.28,-9.99,0.97,-9.99,0.00
57,9.23,-9.99,0.97,-9.99,0.00
58,9.28,-9.99,0.97,-9.99,0.00
59,9.28,-9.99,0.97,-9.99,0.00
60,9.28,-9.99,0.97,-9.99,0.00
61,9.28,-9.99,0.97,-9.99,0.00
62,9.28,-9.99,0.97,-9.99,0.00
63,9.28,-9.99,0.97,-9.99,0.00
64,9.28,-9.99,0.97,-9.99,0.00
65,9.28,-9.99,0.98,-9.99,0.00
66,9.28,-9.99,0.98,-9.99,0.00
67,9.28,-9.99,0.97,-9.99,0.00
68,9.28,-9.99,0.97,-9.99,0.00
69,9.28,-9.99,0.97,-9.99,0.00
70,9.28,-9.99,0.97,-9.99,0.00
71,9.28,-9.99,0.97,-9.99,0.00
72,9.28,-9.99,0.97,-9.99,0.00
73,9.28,-9.99,0.97,-9.99,0.00
74,9.28,-9.99,0.97,-9.99,0.00
75,9.28,-9.99,0.97,-9.99,0.00
76,9.28,-9.99,0.97,-9.99,0.00
77,9.28,-9.99,0.97,-9.99,0.00
78,9.28,-9.99,0.97,-9.99,0.00
79,9.28,-9.99,0.97,-9.99,0.00
80,9.28,-9.99,0.97,-9.99,0.00
81,9.28,52.30,0.97,6.04,-0.95
82,9.28,52.62,0.97,6.08,-0.95
83,9.28,52.46,0.97,6.06,-0.95
84,9.28,52.62,0.97,6.08,-0.95
85,9.28,52.46,0.97,6.06,-0.95
86,9.28,52.62,0.97,6.08,-0.95
87,9.28,52.46,0.97,6.06,-0.96
88,9.28,52.62,0.97,6.08,-0.96
89,9.28,52.46,0.97,6.06,-0.95
90,9.28,52.62,0.97,6.08,-0.95
91,9.28,52.46,0.97,6.06,-0.95
92,9.28,52.30,0.97,6.04,-0.95
93,9.28,52.62,0.97,6.08,-0.95
94,9.28,52.62,0.97,6.08,-0.95
95,9.28,52.46,0.97,6.06,-0.95
96,9.23,52.62,0.97,6.08,-0.95
97,9.28,52.62,0.97,6.08,-0.95
98,9.28,52.46,0.97,6.06,-0.95
99,9.28,52.46,0.97,6.06,-0.95
100,9.28,52.46,0.97,6.06,-0.95
101,9.28,52.46,0.97,6.06,-0.96
102,9.28,52.46,0.97,6.06,-0.96
103,9.28,52.46,0.97,6.06,-0.95
104,9.28,52.46,0.97,6.06,-0.95
105,9.28,52.62,0.96,6.08,-0.94
106,9.28,52.46,0.96,6.06,-0.94
107,9.28,52.62,0.97,6.08,-0.94
108,9.28,52.30,0.97,6.04,-0.94
109,9.28,52.30,0.96,6.04,-0.95
110,9.28,52.62,0.96,6.08,-0.95
111,9.28,52.46,0.97,6.06,-0.97
112,9.28,52.62,0.97,6.08,-0.97
113,9.28,52.46,0.97,6.06,-0.96
114,9.28,52.46,0.97,6.06,-0.96
115,9.28,52.79,0.97,6.10,-0.96
116,9.28,52.62,0.97,6.08,-0.96
117,9.28,52.30,0.97,6.04,-0.95
118,9.28,52.79,0.97,6.10,-0.95
119,9.28,52.62,0.97,6.08,-0.95
120,9.28,52.46,0.97,6.06,-0.95
121,9.28,52.62,0.97,6.08,-0.96
122,9.28,52.46,0.97,6.06,-0.96
123,9.28,52.46,0.97,6.06,-0.96
124,9.28,52.62,0.97,6.08,-0.96
125,9.28,52.62,0.97,6.08,-0.95
126,9.28,52.62,0.97,6.08,-0.95
127,9.28,52.46,0.97,6.06,-0.95
128,9.28,52.46,0.97,6.06,-0.95
129,9.28,52.46,0.97,6.06,-0.96
130,9.28,52.46,0.97,6.06,-0.96
131,9.28,52.46,0.97,6.06,-0.95
132,9.28,52.79,0.97,6.10,-0.95
133,9.28,52.62,0.97,6.08,-0.94
134,9.28,52.62,0.97,6.08,-0.94
135,9.28,52.46,0.97,6.06,-0.95
136,9.28,52.62,0.97,6.08,-0.95
137,9.28,52.62,0.97,6.08,-0.94
138,9.28,52.62,0.97,6.08,-0.94
139,9.28,52.46,0.97,6.06,-0.96
140,9.28,52.62,0.97,6.08,-0.96
141,9.28,52.62,0.97,6.08,-0.96
142,9.28,52.62,0.97,6.08,-0.96
143,9.23,52.62,0.97,6.08,-0.96
144,9.28,52.62,0.97,6.08,-0.96
145,9.28,52.46,0.97,6.06,-0.95
146,9.28,52.62,0.97,6.08,-0.95
147,9.28,52.62,0.97,6.08,-0.95
148,9.28,52.62,0.97,6.08,-0.95
149,9.28,52.62,0.97,6.08,-0.97
150,9.28,52.62,0.97,6.08,-0.97
151,9.28,52.46,0.97,6.06,-0.97
152,9.28,52.30,0.97,6.04,-0.97
153,9.28,52.62,0.97,6.08,-0.96
154,9.28,52.46,0.97,6.06,-0.96
155,9.28,52.46,0.97,6.06,-0.97
156,9.28,52.62,0.97,6.08,-0.97
157,9.28,52.46,0.97,6.06,-0.96
158,9.28,52.46,0.97,6.06,-0.96
159,9.28,52.46,0.97,6.06,-0.95
160,9.28,52.46,0.97,6.06,-0.95
161,9.28,52.46,0.97,6.06,-0.95
162,9.23,52.62,0.97,6.08,-0.95
163,9.28,52.46,0.98,6.06,-0.95
164,9.28,52.62,0.98,6.08,-0.95
165,9.28,52.46,0.97,6.06,-0.96
166,9.28,52.46,0.97,6.06,-0.96
167,9.28,52.79,0.97,6.10,-0.95
168,9.28,52.62,0.97,6.08,-0.95
169,9.28,52.62,0.97,6.08,-0.96
170,9.28,52.46,0.97,6.06,-0.96
171,9.28,52.62,0.97,6.08,-0.96
172,9.28,52.46,0.97,6.06,-0.96
173,9.28,52.62,0.97,6.08,-0.94
174,9.28,52.46,0.97,6.06,-0.94
175,9.28,52.62,0.97,6.08,-0.96
176,9.28,52.46,0.97,6.06,-0.96
177,9.28,52.62,0.97,6.08,-0.96
178,9.28,52.30,0.97,6.04,-0.96
179,9.28,52.62,0.97,6.08,-0.96
180,9.28,52.46,0.97,6.06,-0.96
181,9.28,52.62,0.97,6.08,-0.95
182,9.28,52.62,0.97,6.08,-0.95
183,9.28,52.62,0.97,6.08,-0.95
184,9.28,52.62,0.97,6.08,-0.95
185,9.28,52.62,0.97,6.08,-0.96
186,9.28,52.46,0.97,6.06,-0.96
187,9.28,52.62,0.96,6.08,-0.96
188,9.28,52.46,0.96,6.06,-0.96
189,9.28,52.62,0.97,6.08,-0.94
190,9.28,52.62,0.97,6.08,-0.94
191,9.28,52.62,0.97,6.08,-0.95
192,9.28,52.62,0.97,6.08,-0.95
193,9.28,52.46,0.96,6.06,-0.96
194,9.28,52.62,0.96,6.08,-0.96
195,9.28,52.46,0.97,6.06,-0.96
196,9.28,52.62,0.97,6.08,-0.96
197,9.28,52.46,0.97,6.06,-0.94
198,9.28,52.79,0.97,6.10,-0.94
199,9.28,52.79,0.97,6.10,-0.95
200,9.28,52.46,0.97,6.06,-0.95
201,9.28,52.79,0.97,6.10,-0.95
202,9.28,52.46,0.97,6.06,-0.95
203,9.28,52.62,0.97,6.08,-0.94
204,9.28,52.62,0.97,6.08,-0.94
205,9.28,52.79,0.97,6.10,-0.95
206,9.28,52.79,0.97,6.10,-0.95
207,9.28,52.79,0.97,6.10,-0.95
208,9.28,52.79,0.97,6.10,-0.95
209,9.28,52.79,0.97,6.10,-0.95
210,9.28,52.79,0.97,6.10,-0.95
211,9.28,52.79,0.97,6.10,-0.94
212,9.28,52.95,0.97,6.12,-0.94
213,9.28,52.95,0.97,6.12,-0.95
214,9.28,52.95,0.97,6.12,-0.95
215,9.28,52.79,0.97,6.10,-0.95
216,9.28,52.79,0.97,6.10,-0.95
217,9.28,52.95,0.97,6.12,-0.95
218,9.28,52.79,0.97,6.10,-0.95
219,9.28,52.79,0.97,6.10,-0.94
220,9.28,52.62,0.97,6.08,-0.94
221,9.28,53.11,0.97,6.14,-0.95
222,9.28,52.95,0.97,6.12,-0.95
223,9.28,53.11,0.97,6.14,-0.94
224,9.28,52.95,0.97,6.12,-0.94
225,9.28,52.95,0.97,6.12,-0.96
226,9.28,52.95,0.97,6.12,-0.96
227,9.28,52.95,0.97,6.12,-0.96
228,9.28,53.11,0.97,6.14,-0.96
229,9.28,53.27,0.97,6.16,-0.96
230,9.28,53.11,0.97,6.14,-0.96
231,9.28,53.27,0.97,6.16,-0.95
232,9.28,53.11,0.97,6.14,-0.95
233,9.28,53.11,0.97,6.14,-0.96
234,9.28,53.27,0.97,6.16,-0.96
235,9.28,53.27,0.97,6.16,-0.96
236,9.28,53.27,0.97,6.16,-0.96
237,9.28,53.27,0.97,6.16,-0.96
238,9.28,53.27,0.97,6.16,-0.96
239,9.28,53.27,0.97,6.16,-0.96
240,9.28,53.27,0.97,6.16,-0.96
241,9.28,53.44,0.97,6.18,-0.96
242,9.28,53.27,0.97,6.16,-0.96
243,9.28,53.27,0.97,6.16,-0.95
244,9.28,53.27,0.97,6.16,-0.95
245,9.28,53.60,0.97,6.20,-0.97
246,9.28,53.44,0.97,6.18,-0.97
247,9.28,53.27,0.97,6.16,-0.95
248,9.28,53.44,0.97,6.18,-0.95
249,9.28,53.27,0.97,6.16,-0.96
250,9.28,53.11,0.97,6.14,-0.96
251,9.28,53.44,0.97,6.18,-0.97
252,9.23,53.27,0.97,6.16,-0.97
253,9.28,53.27,0.97,6.16,-0.96
254,9.28,53.27,0.97,6.16,-0.96
255,9.28,53.44,0.97,6.18,-0.95
256,9.28,53.27,0.97,6.16,-0.95
257,9.28,53.27,0.98,6.16,-0.96
258,9.28,53.27,0.98,6.16,-0.96
259,9.28,53.11,0.98,6.14,-0.96
260,9.28,53.27,0.98,6.16,-0.96
261,9.28,53.27,0.97,6.16,-0.96
262,9.28,53.27,0.97,6.16,-0.96
263,9.28,53.27,0.97,6.16,-0.96
264,9.28,53.11,0.97,6.14,-0.96
265,9.28,53.44,0.97,6.18,-0.97
266,9.28,53.44,0.97,6.18,-0.97
267,9.28,53.11,0.98,6.14,-0.96
268,9.28,53.27,0.98,6.16,-0.96
269,9.28,53.27,0.97,6.16,-0.95
270,9.28,53.44,0.97,6.18,-0.95
271,9.28,53.44,0.97,6.18,-0.95
272,9.28,53.11,0.97,6.14,-0.95
273,9.28,53.44,0.97,6.18,-0.96
274,9.28,53.27,0.97,6.16,-0.96
275,9.28,53.27,0.97,6.16,-0.95
276,9.28,53.27,0.97,6.16,-0.95
277,9.28,53.27,0.97,6.16,-0.95
278,9.28,53.11,0.97,6.14,-0.95
279,9.28,53.11,0.97,6.14,-0.95
280,9.28,53.27,0.97,6.16,-0.95
281,9.28,53.27,0.98,6.16,-0.95
282,9.28,53.11,0.98,6.14,-0.95
283,9.28,53.27,0.97,6.16,-0.96
284,9.28,53.11,0.97,6.14,-0.96
285,9.23,53.27,0.97,6.16,-0.95
286,9.28,53.27,0.97,6.16,-0.95
287,9.28,53.11,0.97,6.14,-0.96
288,9.28,53.27,0.97,6.16,-0.96
289,9.28,53.11,0.97,6.14,-0.96
290,9.28,53.27,0.97,6.16,-0.96
291,9.28,53.44,0.97,6.18,-0.96
292,9.28,53.11,0.97,6.14,-0.96
293,9.28,53.44,0.97,6.18,-0.95
294,9.28,53.44,0.97,6.18,-0.95
295,9.28,53.11,0.97,6.14,-0.96
296,9.28,53.27,0.97,6.16,-0.96
297,9.28,53.44,0.97,6.18,-0.95
