Time,Front Axle,Rear Axle,Front Force,Rear Sensor,Rear Force
0,20.29,-9.99,-1.14,-9.99,0.00
1,20.34,-9.99,-1.14,-9.99,0.00
2,20.29,-9.99,-1.13,-9.99,0.00
3,20.34,-9.99,-1.13,-9.99,0.00
4,20.29,-9.99,-1.14,-9.99,0.00
5,20.34,-9.99,-1.14,-9.99,0.00
6,20.34,-9.99,-1.16,-9.99,0.00
7,20.29,-9.99,-1.16,-9.99,0.00
8,20.34,-9.99,-1.13,-9.99,0.00
9,20.34,-9.99,-1.13,-9.99,0.00
10,20.34,-9.99,-1.13,-9.99,0.00
11,20.29,-9.99,-1.13,-9.99,0.00
12,20.34,-9.99,-1.13,-9.99,0.00
13,20.34,-9.99,-1.13,-9.99,0.00
14,20.34,-9.99,-1.14,-9.99,0.00
15,20.34,-9.99,-1.14,-9.99,0.00
16,20.34,-9.99,-1.13,-9.99,0.00
17,20.29,-9.99,-1.13,-9.99,0.00
18,20.34,-9.99,-1.13,-9.99,0.00
19,20.34,-9.99,-1.13,-9.99,0.00
20,20.34,-9.99,-1.15,-9.99,0.00
21,20.29,-9.99,-1.15,-9.99,0.00
22,20.34,-9.99,-1.14,-9.99,0.00
23,20.29,-9.99,-1.14,-9.99,0.00
24,20.39,-9.99,-1.14,-9.99,0.00
25,20.29,-9.99,-1.14,-9.99,0.00
26,20.34,-9.99,-1.14,-9.99,0.00
27,20.34,-9.99,-1.14,-9.99,0.00
28,20.34,-9.99,-1.14,-9.99,0.00
29,20.29,-9.99,-1.14,-9.99,0.00
30,20.29,-9.99,-1.15,-9.99,0.00
31,20.29,-9.99,-1.15,-9.99,0.00
32,20.29,-9.99,-1.13,-9.99,0.00
33,20.29,-9.99,-1.13,-9.99,0.00
34,20.34,-9.99,-1.15,-9.99,0.00
35,20.34,-9.99,-1.15,-9.99,0.00
36,20.34,-9.99,-1.00,-9.99,0.00
37,20.34,-9.99,-1.00,-9.99,0.00
38,20.39,-9.99,-1.14,-9.99,0.00
39,20.34,-9.99,-1.14,-9.99,0.00
40,20.34,-9.99,-1.14,-9.99,0.00
41,20.34,-9.99,-1.14,-9.99,0.00
42,20.34,-9.99,-1.14,-9.99,0.00
43,20.39,-9.99,-1.14,-9.99,0.00
44,20.29,-9.99,-1.13,-9.99,0.00
45,20.34,-9.99,-1.13,-9.99,0.00
46,20.34,-9.99,-1.14,-9.99,0.00
47,20.34,-9.99,-1.14,-9.99,0.00
48,20.34,-9.99,-1.00,-9.99,0.00
49,20.34,-9.99,-1.00,-9.99,0.00
50,20.34,-9.99,-1.14,-9.99,0.00
51,20.29,-9.99,-1.14,-9.99,0.00
52,20.29,-9.99,-1.14,-9.99,0.00
53,20.29,-9.99,-1.14,-9.99,0.00
54,20.29,-9.99,-1.15,-9.99,0.00
55,20.34,-9.99,-1.15,-9.99,0.00
56,20.29,-9.99,-1.14,-9.99,0.00
57,20.29,-9.99,-1.14,-9.99,0.00
58,20.34,-9.99,-1.14,-9.99,0.00
59,20.34,-9.99,-1.14,-9.99,0.00
60,20.29,-9.99,-1.13,-9.99,0.00
61,20.34,-9.99,-1.13,-9.99,0.00
62,20.34,-9.99,-1.13,-9.99,0.00
63,20.29,-9.99,-1.13,-9.99,0.00
64,20.29,-9.99,-1.14,-9.99,0.00
65,20.29,-9.99,-1.14,-9.99,0.00
66,20.29,-9.99,-1.14,-9.99,0.00
67,20.29,-9.99,-1.14,-9.99,0.00
68,20.29,-9.99,-1.15,-9.99,0.00
69,20.34,-9.99,-1.15,-9.99,0.00
70,20.29,-9.99,-1.13,-9.99,0.00
71,20.29,-9.99,-1.13,-9.99,0.00
72,20.29,-9.99,-1.14,-9.99,0.00
73,20.29,-9.99,-1.14,-9.99,0.00
74,20.29,-9.99,-1.13,-9.99,0.00
75,20.34,-9.99,-1.13,-9.99,0.00
76,20.29,-9.99,-1.14,-9.99,0.00
77,20.34,-9.99,-1.14,-9.99,0.00
78,20.34,-9.99,-1.13,-9.99,0.00
79,20.34,-9.99,-1.13,-9.99,0.00
80,20.29,-9.99,-1.13,-9.99,0.00
81,20.29,-9.99,-1.13,-9.99,0.00
82,20.29,-9.99,-1.15,-9.99,0.00
83,20.34,-9.99,-1.15,-9.99,0.00
84,20.29,-9.99,-1.14,-9.99,0.00
